は	助詞,係助詞,*,*,*,*,は,ハ,ワ
同	接頭詞,名詞接続,*,*,*,*,同,ドウ,ドー
飛行場	名詞,一般,*,*,*,*,飛行場,ヒコウジョウ,ヒコージョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
５	名詞,数,*,*,*,*,５,ゴ,ゴ
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
以内	名詞,非自立,副詞可能,*,*,*,以内,イナイ,イナイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
運用	名詞,サ変接続,*,*,*,*,運用,ウンヨウ,ウンヨー
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
求め	動詞,自立,*,*,一段,連用形,求める,モトメ,モトメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
、	記号,読点,*,*,*,*,、,、,、
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
最大限	名詞,一般,*,*,*,*,最大限,サイダイゲン,サイダイゲン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
努力	名詞,サ変接続,*,*,*,*,努力,ドリョク,ドリョク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
示す	動詞,自立,*,*,五段・サ行,基本形,示す,シメス,シメス
狙い	名詞,一般,*,*,*,*,狙い,ネライ,ネライ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
岸田	名詞,固有名詞,人名,姓,*,*,岸田,キシダ,キシダ
外相	名詞,一般,*,*,*,*,外相,ガイショウ,ガイショー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
同日	名詞,副詞可能,*,*,*,*,同日,ドウジツ,ドージツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
記者	名詞,一般,*,*,*,*,記者,キシャ,キシャ
会見	名詞,サ変接続,*,*,*,*,会見,カイケン,カイケン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
「	記号,括弧開,*,*,*,*,「,「,「
知事	名詞,一般,*,*,*,*,知事,チジ,チジ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
要請	名詞,サ変接続,*,*,*,*,要請,ヨウセイ,ヨーセイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
応え	動詞,自立,*,*,一段,未然形,応える,コタエ,コタエ
られる	動詞,接尾,*,*,一段,基本形,られる,ラレル,ラレル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
最大限	名詞,一般,*,*,*,*,最大限,サイダイゲン,サイダイゲン
、	記号,読点,*,*,*,*,、,、,、
努力	名詞,サ変接続,*,*,*,*,努力,ドリョク,ドリョク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いか	動詞,非自立,*,*,五段・カ行促音便,未然形,いく,イカ,イカ
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
安倍	名詞,固有名詞,人名,姓,*,*,安倍,アベ,アベ
首相	名詞,一般,*,*,*,*,首相,シュショウ,シュショー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
直接	名詞,副詞可能,*,*,*,*,直接,チョクセツ,チョクセツ
、	記号,読点,*,*,*,*,、,、,、
指示	名詞,サ変接続,*,*,*,*,指示,シジ,シジ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出さ	動詞,自立,*,*,五段・サ行,未然形,出す,ダサ,ダサ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ
閣僚	名詞,一般,*,*,*,*,閣僚,カクリョウ,カクリョー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
努力	名詞,サ変接続,*,*,*,*,努力,ドリョク,ドリョク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
段階	名詞,一般,*,*,*,*,段階,ダンカイ,ダンカイ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
」	記号,括弧閉,*,*,*,*,」,」,」
と	助詞,格助詞,引用,*,*,*,と,ト,ト
述べ	動詞,自立,*,*,一段,連用形,述べる,ノベ,ノベ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
（	記号,括弧開,*,*,*,*,（,（,（
2013	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
12	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
20	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
13	名詞,数,*,*,*,*,*
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
40	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
  	記号,一般,*,*,*,*,*
読売新聞	名詞,固有名詞,組織,*,*,*,読売新聞,ヨミウリシンブン,ヨミウリシンブン
）	記号,括弧閉,*,*,*,*,）,）,）
最新	名詞,一般,*,*,*,*,最新,サイシン,サイシン
主要	名詞,形容動詞語幹,*,*,*,*,主要,シュヨウ,シュヨー
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
10	名詞,数,*,*,*,*,*
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
 	記号,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
 	記号,一般,*,*,*,*,*
YOMIURI	名詞,固有名詞,組織,*,*,*,*
ONLINE	名詞,一般,*,*,*,*,*
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
EOS
"
"市営	名詞,一般,*,*,*,*,市営,シエイ,シエイ
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
１	名詞,数,*,*,*,*,１,イチ,イチ
棟	名詞,接尾,助数詞,*,*,*,棟,ムネ,ムネ
全焼	名詞,サ変接続,*,*,*,*,全焼,ゼンショウ,ゼンショー
、	記号,読点,*,*,*,*,、,、,、
１	名詞,数,*,*,*,*,１,イチ,イチ
遺体	名詞,一般,*,*,*,*,遺体,イタイ,イタイ
発見	名詞,サ変接続,*,*,*,*,発見,ハッケン,ハッケン
…	記号,一般,*,*,*,*,…,…,…
千葉	名詞,固有名詞,地域,一般,*,*,千葉,チバ,チバ
・	記号,一般,*,*,*,*,・,・,・
山武	名詞,固有名詞,地域,一般,*,*,山武,サンブ,サンブ
　	記号,空白,*,*,*,*,　,　,　
１	名詞,数,*,*,*,*,１,イチ,イチ
９	名詞,数,*,*,*,*,９,キュウ,キュー
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
午後	名詞,副詞可能,*,*,*,*,午後,ゴゴ,ゴゴ
７	名詞,数,*,*,*,*,７,ナナ,ナナ
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
５	名詞,数,*,*,*,*,５,ゴ,ゴ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
頃	名詞,接尾,副詞可能,*,*,*,頃,ゴロ,ゴロ
、	記号,読点,*,*,*,*,、,、,、
千葉	名詞,固有名詞,地域,一般,*,*,千葉,チバ,チバ
県	名詞,接尾,地域,*,*,*,県,ケン,ケン
山武	名詞,固有名詞,地域,一般,*,*,山武,サンブ,サンブ
市	名詞,接尾,地域,*,*,*,市,シ,シ
白幡	名詞,固有名詞,地域,一般,*,*,白幡,シラハタ,シラハタ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
市営	名詞,一般,*,*,*,*,市営,シエイ,シエイ
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
住む	動詞,自立,*,*,五段・マ行,基本形,住む,スム,スム
無職	名詞,一般,*,*,*,*,無職,ムショク,ムショク
越川	名詞,固有名詞,人名,姓,*,*,越川,コシカワ,コシカワ
義雄	名詞,固有名詞,人名,名,*,*,義雄,ヨシオ,ヨシオ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
（	記号,括弧開,*,*,*,*,（,（,（
８	名詞,数,*,*,*,*,８,ハチ,ハチ
８	名詞,数,*,*,*,*,８,ハチ,ハチ
）	記号,括弧閉,*,*,*,*,）,）,）
方	名詞,接尾,一般,*,*,*,方,カタ,カタ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
出火	名詞,サ変接続,*,*,*,*,出火,シュッカ,シュッカ
、	記号,読点,*,*,*,*,、,、,、
鉄筋	名詞,一般,*,*,*,*,鉄筋,テッキン,テッキン
２	名詞,数,*,*,*,*,２,ニ,ニ
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
同	接頭詞,名詞接続,*,*,*,*,同,ドウ,ドー
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
１	名詞,数,*,*,*,*,１,イチ,イチ
棟	名詞,接尾,助数詞,*,*,*,棟,ムネ,ムネ
（	記号,括弧開,*,*,*,*,（,（,（
４	名詞,数,*,*,*,*,４,ヨン,ヨン
世帯	名詞,一般,*,*,*,*,世帯,セタイ,セタイ
、	記号,読点,*,*,*,*,、,、,、
計	接頭詞,数接続,*,*,*,*,計,ケイ,ケイ
１	名詞,数,*,*,*,*,１,イチ,イチ
７	名詞,数,*,*,*,*,７,ナナ,ナナ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
平方メートル	名詞,接尾,助数詞,*,*,*,平方メートル,ヘイホウメートル,ヘイホーメートル
）	記号,括弧閉,*,*,*,*,）,）,）
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
全焼	名詞,サ変接続,*,*,*,*,全焼,ゼンショウ,ゼンショー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
init	名詞,一般,*,*,*,*,*
({	名詞,サ変接続,*,*,*,*,*
site	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
NATIONAL	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
area	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
RECTANGLE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
300	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
250	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
admax	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
});	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
cAds	名詞,一般,*,*,*,*,*
();	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
dBanner	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
,'	名詞,サ変接続,*,*,*,*,*
prect	名詞,一般,*,*,*,*,*
');	名詞,サ変接続,*,*,*,*,*
　	記号,空白,*,*,*,*,　,　,　
焼け跡	名詞,一般,*,*,*,*,焼け跡,ヤケアト,ヤケアト
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
１	名詞,数,*,*,*,*,１,イチ,イチ
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
遺体	名詞,一般,*,*,*,*,遺体,イタイ,イタイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
見つかり	動詞,自立,*,*,五段・ラ行,連用形,見つかる,ミツカリ,ミツカリ
、	記号,読点,*,*,*,*,、,、,、
山武	名詞,固有名詞,人名,姓,*,*,山武,サンブ,サンブ
署	名詞,接尾,一般,*,*,*,署,ショ,ショ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
連絡	名詞,サ変接続,*,*,*,*,連絡,レンラク,レンラク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
取れ	動詞,自立,*,*,一段,連用形,取れる,トレ,トレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,未然形,いる,イ,イ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
越川	名詞,固有名詞,人名,姓,*,*,越川,コシカワ,コシカワ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
み	動詞,自立,*,*,一段,連用形,みる,ミ,ミ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
身元	名詞,一般,*,*,*,*,身元,ミモト,ミモト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
確認	名詞,サ変接続,*,*,*,*,確認,カクニン,カクニン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
急い	動詞,自立,*,*,五段・ガ行,連用タ接続,急ぐ,イソイ,イソイ
で	助詞,接続助詞,*,*,*,*,で,デ,デ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
発表	名詞,サ変接続,*,*,*,*,発表,ハッピョウ,ハッピョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
よる	動詞,自立,*,*,五段・ラ行,基本形,よる,ヨル,ヨル
と	助詞,接続助詞,*,*,*,*,と,ト,ト
、	記号,読点,*,*,*,*,、,、,、
越川	名詞,固有名詞,人名,姓,*,*,越川,コシカワ,コシカワ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ
。	記号,句点,*,*,*,*,。,。,。
（	記号,括弧開,*,*,*,*,（,（,（
2013	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
12	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
20	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
13	名詞,数,*,*,*,*,*
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
40	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
  	記号,一般,*,*,*,*,*
読売新聞	名詞,固有名詞,組織,*,*,*,読売新聞,ヨミウリシンブン,ヨミウリシンブン
）	記号,括弧閉,*,*,*,*,）,）,）
最新	名詞,一般,*,*,*,*,最新,サイシン,サイシン
主要	名詞,形容動詞語幹,*,*,*,*,主要,シュヨウ,シュヨー
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
10	名詞,数,*,*,*,*,*
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
 	記号,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
 	記号,一般,*,*,*,*,*
YOMIURI	名詞,固有名詞,組織,*,*,*,*
ONLINE	名詞,一般,*,*,*,*,*
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
EOS
"
"小田原	名詞,固有名詞,地域,一般,*,*,小田原,オダワラ,オダワラ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
民家	名詞,一般,*,*,*,*,民家,ミンカ,ミンカ
全焼	名詞,サ変接続,*,*,*,*,全焼,ゼンショウ,ゼンショー
、	記号,読点,*,*,*,*,、,、,、
１	名詞,数,*,*,*,*,１,イチ,イチ
遺体	名詞,一般,*,*,*,*,遺体,イタイ,イタイ
発見	名詞,サ変接続,*,*,*,*,発見,ハッケン,ハッケン
…	記号,一般,*,*,*,*,…,…,…
住民	名詞,一般,*,*,*,*,住民,ジュウミン,ジューミン
女性	名詞,一般,*,*,*,*,女性,ジョセイ,ジョセイ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
　	記号,空白,*,*,*,*,　,　,　
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
午前	名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン
６	名詞,数,*,*,*,*,６,ロク,ロク
時半	名詞,接尾,助数詞,*,*,*,時半,ジハン,ジハン
頃	名詞,接尾,副詞可能,*,*,*,頃,ゴロ,ゴロ
、	記号,読点,*,*,*,*,、,、,、
神奈川	名詞,固有名詞,地域,一般,*,*,神奈川,カナガワ,カナガワ
県	名詞,接尾,地域,*,*,*,県,ケン,ケン
小田原	名詞,固有名詞,地域,一般,*,*,小田原,オダワラ,オダワラ
市	名詞,接尾,地域,*,*,*,市,シ,シ
江之浦	名詞,固有名詞,地域,一般,*,*,江之浦,エノウラ,エノウラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
民家	名詞,一般,*,*,*,*,民家,ミンカ,ミンカ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
出火	名詞,サ変接続,*,*,*,*,出火,シュッカ,シュッカ
、	記号,読点,*,*,*,*,、,、,、
木造	名詞,一般,*,*,*,*,木造,モクゾウ,モクゾー
平屋	名詞,一般,*,*,*,*,平屋,ヒラヤ,ヒラヤ
住宅	名詞,一般,*,*,*,*,住宅,ジュウタク,ジュータク
１	名詞,数,*,*,*,*,１,イチ,イチ
棟	名詞,接尾,助数詞,*,*,*,棟,ムネ,ムネ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
全焼	名詞,サ変接続,*,*,*,*,全焼,ゼンショウ,ゼンショー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
焼け跡	名詞,一般,*,*,*,*,焼け跡,ヤケアト,ヤケアト
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
１	名詞,数,*,*,*,*,１,イチ,イチ
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
遺体	名詞,一般,*,*,*,*,遺体,イタイ,イタイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
見つかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,見つかる,ミツカッ,ミツカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
init	名詞,一般,*,*,*,*,*
({	名詞,サ変接続,*,*,*,*,*
site	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
NATIONAL	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
area	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
RECTANGLE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
300	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
250	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
admax	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
});	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
cAds	名詞,一般,*,*,*,*,*
();	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
dBanner	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
,'	名詞,サ変接続,*,*,*,*,*
prect	名詞,一般,*,*,*,*,*
');	名詞,サ変接続,*,*,*,*,*
　	記号,空白,*,*,*,*,　,　,　
小田原	名詞,固有名詞,地域,一般,*,*,小田原,オダワラ,オダワラ
署	名詞,接尾,一般,*,*,*,署,ショ,ショ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
この	連体詞,*,*,*,*,*,この,コノ,コノ
家	名詞,一般,*,*,*,*,家,イエ,イエ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
住む	動詞,自立,*,*,五段・マ行,基本形,住む,スム,スム
８	名詞,数,*,*,*,*,８,ハチ,ハチ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ
代	名詞,接尾,一般,*,*,*,代,ダイ,ダイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
女性	名詞,一般,*,*,*,*,女性,ジョセイ,ジョセイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
み	動詞,自立,*,*,一段,連用形,みる,ミ,ミ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
身元	名詞,一般,*,*,*,*,身元,ミモト,ミモト
と	助詞,格助詞,一般,*,*,*,と,ト,ト
出火	名詞,サ変接続,*,*,*,*,出火,シュッカ,シュッカ
原因	名詞,一般,*,*,*,*,原因,ゲンイン,ゲンイン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
発表	名詞,サ変接続,*,*,*,*,発表,ハッピョウ,ハッピョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
よる	動詞,自立,*,*,五段・ラ行,基本形,よる,ヨル,ヨル
と	助詞,接続助詞,*,*,*,*,と,ト,ト
、	記号,読点,*,*,*,*,、,、,、
女性	名詞,一般,*,*,*,*,女性,ジョセイ,ジョセイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ
。	記号,句点,*,*,*,*,。,。,。
現場	名詞,一般,*,*,*,*,現場,ゲンバ,ゲンバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ＪＲ	名詞,固有名詞,組織,*,*,*,ＪＲ,ジェイアール,ジェイアール
東海道	名詞,固有名詞,地域,一般,*,*,東海道,トウカイドウ,トーカイドー
線	名詞,接尾,一般,*,*,*,線,セン,セン
・	記号,一般,*,*,*,*,・,・,・
根府川	名詞,固有名詞,地域,一般,*,*,根府川,ネブカワ,ネブカワ
(	名詞,サ変接続,*,*,*,*,*
ねぶか	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,ねぶかい,ネブカ,ネブカ
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ
)	名詞,サ変接続,*,*,*,*,*
駅	名詞,接尾,地域,*,*,*,駅,エキ,エキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
南	名詞,一般,*,*,*,*,南,ミナミ,ミナミ
約	接頭詞,数接続,*,*,*,*,約,ヤク,ヤク
２	名詞,数,*,*,*,*,２,ニ,ニ
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ
。	記号,句点,*,*,*,*,。,。,。
（	記号,括弧開,*,*,*,*,（,（,（
2013	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
12	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
20	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
13	名詞,数,*,*,*,*,*
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
40	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
  	記号,一般,*,*,*,*,*
読売新聞	名詞,固有名詞,組織,*,*,*,読売新聞,ヨミウリシンブン,ヨミウリシンブン
）	記号,括弧閉,*,*,*,*,）,）,）
最新	名詞,一般,*,*,*,*,最新,サイシン,サイシン
主要	名詞,形容動詞語幹,*,*,*,*,主要,シュヨウ,シュヨー
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
10	名詞,数,*,*,*,*,*
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
 	記号,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
 	記号,一般,*,*,*,*,*
YOMIURI	名詞,固有名詞,組織,*,*,*,*
ONLINE	名詞,一般,*,*,*,*,*
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
EOS
"
"常陸太田	名詞,固有名詞,地域,一般,*,*,常陸太田,ヒタチオオタ,ヒタチオータ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
プレハブ	名詞,一般,*,*,*,*,プレハブ,プレハブ,プレハブ
全焼	名詞,サ変接続,*,*,*,*,全焼,ゼンショウ,ゼンショー
、	記号,読点,*,*,*,*,、,、,、
焼け跡	名詞,一般,*,*,*,*,焼け跡,ヤケアト,ヤケアト
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
１	名詞,数,*,*,*,*,１,イチ,イチ
遺体	名詞,一般,*,*,*,*,遺体,イタイ,イタイ
　	記号,空白,*,*,*,*,　,　,　
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
午前	名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン
４	名詞,数,*,*,*,*,４,ヨン,ヨン
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
１	名詞,数,*,*,*,*,１,イチ,イチ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
頃	名詞,接尾,副詞可能,*,*,*,頃,ゴロ,ゴロ
、	記号,読点,*,*,*,*,、,、,、
茨城	名詞,固有名詞,地域,一般,*,*,茨城,イバラキ,イバラキ
県	名詞,接尾,地域,*,*,*,県,ケン,ケン
